bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
3,Tathawade,79.99 L,998,Ready to move,,"8,015 / sq ft",0,
2,Tathawade,65.29 L,746,Ready to move,,"8,753 / sq ft",0,
2,Tathawade,54.45 L,692,Ready to move,,"7,869 / sq ft",0,2
3,Tathawade,81.91 L,1022,Ready to move,,"8,015 / sq ft",0,
2,Tathawade,59 L,557,Ready to move,,"10,592 / sq ft",0,
2,Tathawade,69.23 L,791,Ready to move,,"8,752 / sq ft",0,
2,Tathawade,66.35 L,758,Ready to move,,"8,753 / sq ft",0,
2,Tathawade,68.3 L,787,Ready to move,,"8,678 / sq ft",0,
2,Tathawade,46.93 L,552,Ready to move,,"8,503 / sq ft",0,
2,Kharadi,1 Cr,755,Under Construction,Possession by Jun 2027,"13,245 / sq ft",,
3,Kharadi,1.51 Cr,1040,Under Construction,Possession by Jun 2027,"14,563 / sq ft",,
2,Kharadi,1.08 Cr,820,Under Construction,Possession by Jun 2027,"13,245 / sq ft",,
2,Kharadi,1.02 Cr,775,Under Construction,Possession by Jun 2027,"13,245 / sq ft",,
3,Kharadi,1.58 Cr,1085,Under Construction,Possession by Jun 2027,"14,563 / sq ft",,
4,Kharadi,1.75 Cr,1315,Under Construction,Possession by Jun 2027,"13,307 / sq ft",,
3,Kharadi,1.5 Cr,1030,Under Construction,Possession by Jun 2027,"14,563 / sq ft",,
3,Kharadi,1.5 Cr,1035,Under Construction,Possession by Jun 2027,"14,563 / sq ft",,
3,Punawale,1.08 Cr,1045,Under Construction,Possession by Dec 2026,"10,334 / sq ft",,
2,Kharadi,1.09 Cr,830,Under Construction,Possession by Jun 2027,"13,245 / sq ft",,
4,Punawale,1.52 Cr,1487,Under Construction,Possession by Dec 2026,"10,221 / sq ft",,
2,Punawale,82 L,796,Under Construction,Possession by Dec 2026,"10,301 / sq ft",,
2,Punawale,87 L,832,Under Construction,Possession by Dec 2026,"10,456 / sq ft",,
2,Baner,78.42 L,789,Under Construction,Possession by Nov 2023,"9,952 / sq ft",,
3,Punawale,1.33 Cr,1201,Under Construction,Possession by Dec 2026,"11,074 / sq ft",,
2,Baner,74.72 L,755,Under Construction,Possession by Nov 2023,"9,910 / sq ft",,
2,Baner,78.9 L,794,Under Construction,Possession by Nov 2023,"9,950 / sq ft",,
2,Kharadi,94.99 L,824,Under Construction,Possession by Sep 2026,"11,529 / sq ft",,
3,Kharadi,1.34 Cr,1100,Under Construction,Possession by Sep 2026,"12,182 / sq ft",,
2,Ravet,59.94 L,721,Ready to move,,"8,325 / sq ft",,
3,Ravet,83.65 L,993,Ready to move,,"8,433 / sq ft",,
2,Ravet,63.57 L,768,Ready to move,,"8,289 / sq ft",,
1,Ravet,45.64 L,549,Ready to move,,"8,313 / sq ft",,
1,Ravet,42.86 L,500,Ready to move,,"8,572 / sq ft",,2
1,Ravet,43.7 L,508,Ready to move,,"8,602 / sq ft",,
2,Balewadi,1.11 Cr,856,Under Construction,Possession by Dec 2027,"13,084 / sq ft",,
3,Balewadi,1.34 Cr,1086,Under Construction,Possession by Dec 2027,"12,430 / sq ft",,
3,Balewadi,1.7 Cr,1306,Under Construction,Possession by Dec 2027,"13,026 / sq ft",,
3,Balewadi,1.8 Cr,1314,Under Construction,Possession by Dec 2027,"13,698 / sq ft",,
2,Balewadi,1.14 Cr,897,Under Construction,Possession by Dec 2027,"12,834 / sq ft",,
4,Balewadi,2.4 Cr,1586,Under Construction,Possession by Dec 2027,"15,132 / sq ft",,
4,Balewadi,2.8 Cr,1856,Under Construction,Possession by Dec 2027,"15,094 / sq ft",,
3,Balewadi,1.59 Cr,1283,Under Construction,Possession by Dec 2027,"12,470 / sq ft",,
2,Dhanori,72.1 L,846,Under Construction,Possession by Nov 2024,"8,533 / sq ft",,
4,Kondhwa,2.07 Cr,1942,Under Construction,Possession by Nov 2023,"10,660 / sq ft",,
2,Rahatani,99 L,712,Under Construction,Possession by Mar 2027,"13,904 / sq ft",,
2,Pimpri,72.78 L,791,Ready to move,,"9,201 / sq ft",1,
2,Pimpri,68.87 L,745,Ready to move,,"9,244 / sq ft",1,
1,Pimpri,43 L,489,Ready to move,,"8,793 / sq ft",1,
1,Pimpri,40 L,406,Ready to move,,"9,852 / sq ft",1,
1,Wadgaon Sheri,39.31 L,346,Under Construction,Possession by Dec 2026,"11,364 / sq ft",,
2,Wadgaon Sheri,91.82 L,808,Under Construction,Possession by Dec 2026,"11,364 / sq ft",,
3,Wadgaon Sheri,1.1 Cr,970,Under Construction,Possession by Dec 2026,"11,364 / sq ft",,
3,Wadgaon Sheri,1.24 Cr,1093,Under Construction,Possession by Dec 2026,"11,364 / sq ft",,
3,Wadgaon Sheri,1.23 Cr,1090,Under Construction,Possession by Dec 2026,"11,364 / sq ft",,
2,Hinjewadi,71 L,1109,Under Construction,,"6,402 / sq ft",,2
2,Punawale,49 L,843,Ready to move,,"5,812 / sq ft",0,
2,Kondhwa,88 L,1100,Under Construction,Possession by Dec 2025,"8,000 / sq ft",,2
1,Kondhwa,36 L,649,Ready to move,,"5,546 / sq ft",6,1
2,Bibwewadi,68 L,1060,Ready to move,,"6,415 / sq ft",3,2
2,Kondhwa,62 L,960,Ready to move,,"6,458 / sq ft",7,2
2,Hinjewadi,59 L,1000,Ready to move,,"5,900 / sq ft",,2
3,Wakad,1.19 Cr,1679,Under Construction,Possession by Sep 2025,"7,110 / sq ft",,3
2,Tathawade,54.38 L,974,Under Construction,,"5,583 / sq ft",,2
2,Kothrud,1.43 Cr,1092,Under Construction,,"13,095 / sq ft",,2
1,Katraj,41 L,640,Ready to move,,"6,406 / sq ft",,1
3,Baner,1.41 Cr,1460,Under Construction,Possession by Dec 2028,"9,683 / sq ft",,3
3,Ravet,91.49 L,1463,Under Construction,,"6,253 / sq ft",,3
3,Baner,1.43 Cr,1729,Under Construction,Possession by Nov 2026,"8,286 / sq ft",,3
2,Hinjewadi,56.28 L,948,Under Construction,,"5,937 / sq ft",,2
2,Kondhwa Budruk,55 L,1070,Under Construction,,"5,140 / sq ft",,2
2,Wakad,70 L,1080,Ready to move,,"6,481 / sq ft",5,2
2,Tathawade,65 L,950,Ready to move,,"6,842 / sq ft",0,2
2,Wakad,63 L,980,Ready to move,,"6,428 / sq ft",1,2
3,Wakad,1.05 Cr,1589,Under Construction,Possession by Dec 2026,"6,667 / sq ft",,3
1,Moshi,24.21 L,340,Under Construction,Possession by Nov 2024,"7,121 / sq ft",,
2,Kharadi,77.4 L,706,Under Construction,Possession by May 2026,"10,964 / sq ft",,
2,Kharadi,65.07 L,593,Under Construction,Possession by May 2026,"10,973 / sq ft",,
2,Kharadi,86.73 L,793,Under Construction,Possession by May 2026,"10,951 / sq ft",,
2,Ravet,75 L,1172,Under Construction,Possession by May 2025,"6,399 / sq ft",,2
2,Moshi,36 L,853,Under Construction,,"4,220 / sq ft",,2
2,Baner,95 L,1118,Under Construction,,"8,497 / sq ft",,2
2,Kharadi,1.39 Cr,1430,Under Construction,Possession by May 2024,"9,783 / sq ft",,2
1,Hinjewadi,42 L,723,Under Construction,Possession by Nov 2023,"5,809 / sq ft",,1
2,Ravet,57 L,990,Under Construction,,"5,757 / sq ft",,2
1,Hinjewadi,65 L,865,Under Construction,Possession by Mar 2027,"7,514 / sq ft",,1
2,Kharadi,1.3 Cr,1310,Ready to move,,"9,923 / sq ft",0,1
2,Kothrud,1.1 Cr,775,Ready to move,,"14,193 / sq ft",,1
2,Hinjewadi,57 L,820,Ready to move,,"6,951 / sq ft",,2
2,Wakad,80 L,1021,Ready to move,,"7,835 / sq ft",,
3,Wakad,1.71 Cr,1540,Ready to move,,"11,103 / sq ft",,
2,Ravet,80 L,1019,Ready to move,,"7,850 / sq ft",0,2
2,Baner,92 L,1150,Ready to move,,"8,000 / sq ft",,2
2,Ravet,55.2 L,958,Ready to move,,"5,762 / sq ft",,
3,Baner,1.16 Cr,1749,Ready to move,,"6,685 / sq ft",,
3,Dhanori,90.99 L,758,Under Construction,Possession by Dec 2023,"12,021 / sq ft",,
2,Undri,44.06 L,547,Ready to move,,"8,055 / sq ft",2,
2,Undri,46.58 L,580,Ready to move,,"8,046 / sq ft",2,
2,Undri,56.49 L,760,Ready to move,,"7,433 / sq ft",2,
3,Dhanori,86.6 L,999,Under Construction,Possession by Dec 2026,"8,668 / sq ft",,3
2,Dhanori,66 L,759,Under Construction,Possession by Dec 2026,"8,695 / sq ft",,
3,Dhanori,88 L,1020,Under Construction,Possession by Dec 2026,"8,627 / sq ft",,
3,Dhanori,94 L,1085,Under Construction,Possession by Dec 2026,"8,663 / sq ft",,
2,Dhanori,68 L,794,Under Construction,Possession by Dec 2026,"8,564 / sq ft",,1
2,Dhanori,63 L,734,Under Construction,Possession by Dec 2026,"8,583 / sq ft",,
2,Baner,1.11 Cr,890,Under Construction,Possession by Feb 2026,"12,507 / sq ft",,
2,Baner,1.2 Cr,1004,Under Construction,Possession by Feb 2026,"11,974 / sq ft",,
3,Baner,1.48 Cr,1125,Under Construction,Possession by Feb 2026,"13,181 / sq ft",,
3,Baner,1.44 Cr,1100,Under Construction,Possession by Feb 2026,"13,181 / sq ft",,
2,Baner,1.2 Cr,915,Under Construction,Possession by Feb 2026,"13,126 / sq ft",,
2,Baner,87.61 L,852,Under Construction,Possession by Jul 2026,"10,282 / sq ft",,
3,Baner,1.14 Cr,1037,Under Construction,Possession by Jul 2026,"10,993 / sq ft",,
2,Wagholi,53 L,975,Ready to move,,"5,435 / sq ft",3,2
3,Wagholi,96 L,1325,Ready to move,,"7,245 / sq ft",5,3
4,Wanowrie,2.8 Cr,2665,Ready to move,,"10,506 / sq ft",2,4
3,Mukund Nagar,2.25 Cr,1757,Under Construction,,"12,805 / sq ft",,3
2,Tathawade,71.63 L,1034,Under Construction,Possession by Nov 2025,"6,927 / sq ft",,2
3,Wakad,1.07 Cr,1431,Under Construction,Possession by Nov 2025,"7,477 / sq ft",,3
3,Wakad,1.14 Cr,1448,Under Construction,Possession by Mar 2026,"7,872 / sq ft",,3
2,Wagholi,51 L,1069,Ready to move,,"4,770 / sq ft",5,
2,Hinjewadi,89 L,1065,Under Construction,Possession by May 2025,"8,356 / sq ft",,2
2,Lohegaon,71 L,1053,Under Construction,,"6,742 / sq ft",,2
3,Bibwewadi,2.41 Cr,1786,Ready to move,,"13,493 / sq ft",,3
2,Warje,78 L,950,Ready to move,,"8,210 / sq ft",5,2
2,Sus,61.81 L,950,Ready to move,,"6,506 / sq ft",0,2
2,Ravet,47 L,1000,Under Construction,Possession by Sep 2025,"4,700 / sq ft",,2
2,Wakad,66.93 L,950,Ready to move,,"7,045 / sq ft",,2
3,Wakad,1.1 Cr,1300,Ready to move,,"8,461 / sq ft",,3
2,Mulshi,46.94 L,1000,Under Construction,Possession by Dec 2025,"4,694 / sq ft",,2
2,Hinjewadi,75 L,1000,Under Construction,Possession by Nov 2026,"7,500 / sq ft",,2
1,Wadgaon Sheri,40 L,515,Under Construction,,"7,766 / sq ft",,1
2,Punawale,60 L,1050,Under Construction,Possession by Dec 2029,"5,714 / sq ft",,2
2,Wakad,78 L,998,Under Construction,Possession by May 2027,"7,815 / sq ft",,2
2,Tathawade,70 L,995,Under Construction,Possession by Nov 2025,"7,035 / sq ft",,2
1,Lohegaon,22 L,460,Ready to move,,"4,782 / sq ft",,2
2,Hinjewadi,64 L,1155,Ready to move,,"5,541 / sq ft",10,2
2,Tathawade,70 L,996,Ready to move,,"7,028 / sq ft",,2
2,Wakad,86 L,1098,Under Construction,,"7,832 / sq ft",,2
2,Wakad,69 L,945,Ready to move,,"7,301 / sq ft",1,2
2,Wakad,88 L,1084,Ready to move,,"8,118 / sq ft",10,2
2,Tathawade,68 L,945,Ready to move,,"7,195 / sq ft",1,1
2,Dhayari,85 L,970,Ready to move,,"8,762 / sq ft",3,2
3,Dhayari Phata,51 L,1085,Ready to move,,"4,700 / sq ft",,3
1,Dhayari,34 L,650,Under Construction,Possession by Dec 2025,"5,230 / sq ft",,2
2,Balewadi,85 L,921,Ready to move,,"9,229 / sq ft",1,2
2,Hinjewadi,70 L,871,Ready to move,,"8,036 / sq ft",1,2
2,Dhayari Phata,47 L,1022,Ready to move,,"4,598 / sq ft",,
2,Dhayari,45 L,836,Ready to move,,"5,382 / sq ft",11,2
2,Dhayari,45 L,910,Ready to move,,"4,945 / sq ft",11,2
2,Kharadi,84 L,1050,Ready to move,,"8,000 / sq ft",,2
3,Dhayari,1.05 Cr,1353,Ready to move,,"7,760 / sq ft",7,3
1,Ghorpadi,43 L,750,Ready to move,,"5,733 / sq ft",,1
2,Dhayari,74.5 L,972,Ready to move,,"7,664 / sq ft",8,2
2,Dhayari,75 L,938,Ready to move,,"7,995 / sq ft",8,2
2,Wakad,67 L,975,Ready to move,,"6,871 / sq ft",4,2
3,Dhayari,1.03 Cr,1353,Ready to move,,"7,612 / sq ft",8,3
2,Sopan Baug,1 Cr,1033,Ready to move,,"9,680 / sq ft",14,2
2,Dhayari,64 L,872,Ready to move,,"7,339 / sq ft",8,2
3,Tathawade,98 L,1162,Under Construction,,"8,433 / sq ft",,3
1,Sunarwadi,43.8 L,409,Under Construction,,"10,709 / sq ft",,1
2,Kharadi,69.9 L,735,Under Construction,Possession by Mar 2025,"9,510 / sq ft",,2
3,Wakad,1.1 Cr,1130,Under Construction,Possession by Dec 2025,"9,734 / sq ft",,3
2,Mundhwa,85 L,1000,Under Construction,Possession by Dec 2026,"8,500 / sq ft",,2
3,Bavdhan,1.9 Cr,1604,Under Construction,Possession by Dec 2024,"11,845 / sq ft",,3
3,Mundhwa,86 L,1078,Under Construction,Possession by Nov 2025,"7,977 / sq ft",,3
1,Tathawade,62 L,728,Under Construction,,"8,516 / sq ft",,1
2,Sunarwadi,55.4 L,608,Under Construction,,"9,111 / sq ft",,2
3,Hinjewadi,91.45 L,1177,Under Construction,Possession by May 2027,"7,769 / sq ft",,3
3,Balewadi,1.6 Cr,1532,Under Construction,Possession by Dec 2027,"10,443 / sq ft",,3
3,Hinjawadi Village,89 L,1181,Under Construction,,"7,535 / sq ft",,3
3,Wakad,1.2 Cr,1418,Under Construction,,"8,462 / sq ft",,3
3,Tathawade,80.47 L,1114,Under Construction,,"7,223 / sq ft",,3
2,Mahalunge,60 L,631,Under Construction,Possession by Nov 2025,"9,508 / sq ft",,2
3,Mahalunge,80 L,826,Under Construction,Possession by Nov 2025,"9,685 / sq ft",,2
2,Mahalunge,63.05 L,598,Under Construction,Possession by Dec 2025,"10,543 / sq ft",,2
3,Pimpri,1.16 Cr,1000,Ready to move,,"11,600 / sq ft",10,3
2,Pimpri,83 L,706,Ready to move,,"11,756 / sq ft",10,
3,Pimpri,96 L,809,Ready to move,,"11,866 / sq ft",10,
2,Pimpri,88 L,732,Ready to move,,"12,021 / sq ft",10,
3,Ravet,86.8 L,997,Under Construction,Possession by May 2024,"8,715 / sq ft",,
2,Ravet,66.27 L,765,Under Construction,Possession by May 2024,"8,663 / sq ft",,
3,Ravet,69.05 L,800,Under Construction,Possession by May 2024,"8,642 / sq ft",,
3,Ravet,89.35 L,1029,Under Construction,Possession by May 2024,"8,683 / sq ft",,
2,Ravet,74.56 L,854,Under Construction,Possession by May 2024,"8,741 / sq ft",,
3,Wagholi,1.27 Cr,959,Under Construction,Possession by Mar 2028,"13,347 / sq ft",,
2,Wagholi,85.99 L,677,Under Construction,Possession by Mar 2028,"12,703 / sq ft",,
4,Wagholi,2.12 Cr,1588,Under Construction,Possession by Mar 2028,"13,350 / sq ft",,
3,Wagholi,1.27 Cr,959,Under Construction,Possession by Mar 2028,"13,347 / sq ft",,
2,Wagholi,85.99 L,677,Under Construction,Possession by Mar 2028,"12,703 / sq ft",,
4,Wagholi,2.12 Cr,1588,Under Construction,Possession by Mar 2028,"13,350 / sq ft",,
